id,aegis_name,name,level,hp,sp,base_exp,job_exp,attack_min,attack_max,defense,magic_defense,str,agi,vit,int,dex,luk,size,race,element,element_level,attack_range,walk_speed,attack_delay,attack_motion,damage_motion,ai,class,modes,drop_count,mvp_drop_count
1175,TAROU,Tarou,11,284,1,57,28,34,45,0,0,1,20,11,10,24,5,Small,Brute,Dark,1,1,150,1744,1044,684,17,Normal,,6,0
1176,VITATA,Vitata,20,894,1,163,101,69,80,15,20,1,20,25,65,40,70,Small,Insect,Earth,1,1,300,1768,768,384,17,Normal,Detector,8,0
1177,ZENORC,Zenorc,31,2585,1,967,407,188,223,0,15,1,77,15,0,76,10,Medium,Demihuman,Dark,1,1,150,1180,480,360,2,Normal,,7,0
1178,ZEROM,Zerom,23,1109,1,240,149,127,155,0,10,1,23,23,5,42,0,Medium,Demihuman,Fire,1,1,200,1780,1080,432,4,Normal,,8,0
1179,WHISPER,Whisper,34,1796,1,591,599,180,221,0,45,1,51,14,0,60,0,Small,Demon,Ghost,3,1,150,1960,960,504,09,Normal,Detector,5,0
1180,NINE_TAIL,Nine Tail,51,7766,1,2812,825,610,734,10,25,1,80,46,1,74,85,Medium,Brute,Fire,3,1,150,840,540,480,21,Normal,,8,0
1182,THIEF_MUSHROOM,Thief Mushroom,1,15,1,0,0,1,2,100,99,0,0,0,0,0,0,Small,Plant,Earth,1,1,1000,1,1,1,06,Normal,"IgnoreMagic, IgnoreMelee, IgnoreMisc, IgnoreRanged",2,0
1183,CHONCHON_,Chonchon,4,67,1,5,4,10,13,10,0,1,10,4,5,12,2,Small,Insect,Wind,1,1,200,1076,576,480,4,Normal,Detector,7,0
1184,FABRE_,Fabre,1,30,1,1,0,4,7,0,0,1,2,1,1,4,5,Small,Insect,Earth,1,1,400,1672,672,480,4,Normal,Detector,7,0
1185,WHISPER_,Whisper,34,1796,1,537,545,198,239,0,45,1,51,14,0,60,0,Small,Undead,Ghost,1,1,150,1960,960,504,06,Normal,,3,0
1186,WHISPER_BOSS,Giant Whisper,34,5040,1,537,545,198,239,0,45,1,51,14,0,60,0,Small,Demon,Ghost,2,1,250,2536,1536,672,21,Normal,Detector,5,0
1187,SWITCH,Switch,1,2,1,1,1,1,2,0,0,1,1,1,0,1,0,Medium,Formless,Neutral,1,1,20,1,1,1,06,Normal,,0,0
1188,BON_GUN,Bongun,32,3520,1,424,242,220,260,0,0,45,15,36,10,48,15,Medium,Undead,Undead,1,1,200,1720,500,420,09,Normal,,8,0
1189,ORC_ARCHER,Orc Archer,49,7440,1,1729,1787,310,390,10,5,1,44,25,20,125,20,Medium,Demihuman,Earth,1,9,300,1960,620,480,09,Normal,,8,0
1190,ORC_LORD,Orc Lord,74,783000,1,62205,8580,3700,4150,40,5,85,82,30,70,110,85,Large,Demihuman,Earth,4,1,100,1248,500,360,21,Boss,Mvp,8,2
1191,MIMIC,Mimic,51,6120,182,165,165,150,900,10,40,44,121,1,60,75,110,Medium,Formless,Neutral,3,1,100,972,500,288,09,Normal,,8,0
1192,WRAITH,Wraith,53,10999,1,2199,1099,580,760,5,30,1,95,30,65,95,35,Large,Undead,Undead,4,1,300,1816,576,240,21,Normal,,8,0
1193,ALARM,Alarm,58,10647,1,3987,2300,480,600,15,15,1,62,72,10,85,45,Medium,Formless,Neutral,3,1,300,1020,500,768,21,Normal,,8,0
1194,ARCLOUSE,Arclouze,59,6075,1,860,1000,570,640,10,15,1,75,5,5,75,50,Medium,Insect,Earth,2,1,100,960,500,480,09,Normal,Detector,8,0
1195,RIDEWORD,Rideword,59,11638,1,2007,3106,584,804,5,35,48,75,10,20,120,45,Small,Formless,Neutral,3,1,150,864,500,192,21,Normal,,8,0
1196,SKEL_PRISONER,Skeleton Prisoner,52,8691,1,2466,1562,660,890,10,20,55,20,36,0,76,25,Medium,Undead,Undead,3,1,350,1848,500,576,13,Normal,,8,0
1197,ZOMBIE_PRISONER,Zombie Prisoner,53,11280,1,2635,1724,780,930,10,20,1,24,39,0,72,25,Medium,Undead,Undead,3,1,350,1768,500,192,13,Normal,,8,0
1198,DARK_PRIEST,Dark Priest,79,101992,1,12192,5152,1238,2037,56,70,5,91,41,101,103,42,Medium,Demon,Undead,4,2,200,864,1252,476,13,Boss,,8,0
1199,PUNK,Punk,43,3620,1,1699,1033,292,365,0,45,1,105,5,45,65,20,Small,Plant,Wind,1,1,300,1500,500,1000,09,Normal,,8,0
1200,ZHERLTHSH,Zealotus,63,18300,1,3608,2304,700,850,10,15,70,85,40,30,125,60,Medium,Demihuman,Neutral,3,1,200,800,2112,768,13,Normal,,8,0
1201,RYBIO,Rybio,71,9572,1,6317,3520,686,912,45,37,1,97,75,74,77,90,Large,Demon,Neutral,2,1,200,1790,1440,540,13,Normal,Detector,8,0
1202,PHENDARK,Phendark,73,22729,1,6826,3443,794,1056,52,36,1,62,120,65,76,66,Large,Demihuman,Neutral,2,2,175,1744,1344,600,13,Normal,,6,0
1203,MYSTELTAINN,Mysteltainn,76,33350,1,6457,5159,1160,1440,30,30,77,139,80,35,159,65,Large,Formless,Dark,4,2,250,1152,500,240,21,Boss,,8,0
1204,TIRFING,Ogretooth,71,29900,1,5412,4235,950,1146,30,35,58,87,55,35,132,65,Medium,Formless,Dark,3,1,100,816,500,240,21,Boss,,8,0
1205,EXECUTIONER,Executioner,65,28980,1,4730,3536,570,950,35,35,64,85,40,25,88,60,Large,Formless,Dark,2,2,200,768,500,384,21,Boss,,8,0
1206,ANOLIAN,Anolian,61,18960,1,5900,3700,640,980,15,15,1,43,58,25,80,65,Medium,Fish,Water,2,1,190,900,500,864,21,Normal,,8,0
1207,STING,Sting,61,9500,1,4081,2970,850,1032,5,30,57,45,55,5,120,85,Medium,Formless,Earth,3,1,300,528,500,240,21,Normal,,8,0
1208,WANDER_MAN,Wanderer,74,8170,1,5786,4730,450,1170,5,5,1,192,38,45,127,85,Medium,Demon,Wind,1,2,100,672,500,192,21,Normal,Detector,8,0
1209,CRAMP,Cramp,56,4720,1,2300,1513,395,465,0,5,1,85,35,5,65,60,Small,Brute,Poison,2,1,100,1000,500,1000,09,Normal,,8,0
1211,BRILIGHT,Brilight,46,5562,1,1826,1331,298,383,30,5,1,90,15,10,50,35,Small,Insect,Fire,1,1,200,1500,500,1000,09,Normal,Detector,8,0
1212,IRON_FIST,Iron Fist,47,4221,1,1435,1520,430,590,40,5,1,25,15,10,81,20,Medium,Insect,Neutral,3,1,200,1500,500,1000,09,Normal,Detector,7,0
1213,HIGH_ORC,High Orc,52,6890,1,3618,1639,428,533,15,5,55,46,55,35,82,40,Large,Demihuman,Fire,2,1,150,1500,500,1000,21,Normal,,8,0
1214,CHOCO,Choco,43,4278,1,1265,1265,315,402,5,5,65,68,55,45,65,25,Small,Brute,Fire,1,1,200,1500,500,1000,09,Normal,,8,0
1215,STEM_WORM,Stem Worm,40,6136,1,1452,939,290,375,5,10,1,30,26,15,79,35,Medium,Plant,Wind,1,2,200,1500,500,1000,09,Normal,,8,0
1216,PENOMENA,Penomena,57,7256,1,2870,2200,415,565,5,50,1,5,35,15,136,30,Medium,Fish,Poison,1,7,400,832,500,600,21,Normal,,8,0
1219,KNIGHT_OF_ABYSS,Abysmal Knight,79,36140,1,8469,6268,1600,2150,55,50,66,68,64,25,135,50,Large,Demihuman,Dark,4,1,300,1500,500,1000,21,Normal,,8,0
1220,M_DESERT_WOLF,Desert Wolf,27,1716,1,388,242,169,208,0,10,1,27,45,15,56,10,Medium,Brute,Fire,1,1,200,1120,420,288,21,Normal,,7,0
1221,M_SAVAGE,Savage,26,2092,1,357,226,146,177,10,5,1,26,54,10,37,10,Large,Brute,Earth,2,1,150,1960,960,384,21,Normal,,7,0
1229,META_FABRE,Fabre,2,63,1,3,2,8,11,0,0,1,2,4,0,7,5,Small,Insect,Earth,1,1,400,1672,672,480,1,Normal,Detector,8,0
1230,META_PUPA,Pupa,2,427,1,2,4,1,2,20,20,1,1,1,0,1,20,Small,Insect,Earth,1,0,1000,1001,1,1,06,Normal,Detector,8,0
1231,META_CREAMY,Creamy,16,595,1,96,64,53,64,0,30,1,40,16,15,16,55,Small,Insect,Wind,1,1,200,1220,720,288,1,Normal,Detector,7,0
1232,META_PECOPECO_EGG,Peco Peco Egg,3,420,1,4,4,1,2,20,20,1,1,1,0,1,20,Small,Formless,Neutral,3,0,1000,1001,1,1,06,Normal,,8,0
1234,PROVOKE_YOYO,Yoyo,19,879,1,135,85,71,82,0,0,1,24,30,35,32,55,Small,Brute,Earth,1,1,200,1054,54,384,7,Normal,,8,0
1235,SMOKING_ORC,Smoking Orc,24,1400,1,261,160,114,136,10,20,1,24,48,20,34,0,Medium,Demihuman,Earth,1,1,200,1864,864,288,13,Normal,,8,0
1236,META_ANT_EGG,Ant Egg,4,420,1,5,4,1,2,20,20,1,1,1,0,1,20,Small,Formless,Neutral,3,0,1000,1001,1,1,06,Normal,,7,0
1237,META_ANDRE,Andre,17,688,1,109,71,60,71,10,0,1,17,24,20,26,20,Small,Insect,Earth,1,1,300,1288,288,576,7,Normal,Detector,8,0
1238,META_PIERE,Piere,18,733,1,122,78,64,75,15,0,1,18,26,20,27,15,Small,Insect,Earth,1,1,200,1288,288,576,7,Normal,Detector,8,0
1239,META_DENIRO,Deniro,19,760,1,135,85,68,79,15,0,1,19,30,20,43,10,Small,Insect,Earth,1,1,150,1288,288,576,7,Normal,Detector,8,0
1240,META_PICKY,Picky,3,80,1,4,3,9,12,0,0,1,3,3,0,10,30,Small,Brute,Fire,1,1,200,988,288,168,1,Normal,,7,0
1241,META_PICKY_,Picky,4,83,1,5,4,8,11,20,0,1,3,3,0,11,20,Small,Brute,Fire,1,1,200,988,288,168,1,Normal,,7,0
1242,MARIN,Marin,15,742,1,66,44,39,43,0,10,1,10,10,5,35,15,Medium,Plant,Water,2,1,400,1872,672,480,1,Normal,,8,0
1243,SASQUATCH,Sasquatch,30,3163,1,529,319,250,280,5,0,75,25,60,10,34,20,Large,Brute,Neutral,3,1,300,1260,192,192,21,Normal,,8,0
1244,JAKK_XMAS,Christmas Jakk,38,3581,1,1113,688,315,382,5,30,1,38,38,43,75,45,Medium,Formless,Fire,2,1,200,1180,480,648,1,Normal,,8,0
1245,GOBLINE_XMAS,Christmas Goblin,25,1176,1,282,171,118,140,10,5,1,53,25,20,38,45,Medium,Demihuman,Wind,1,1,100,1120,620,240,1,Normal,,8,0
1246,COOKIE_XMAS,Christmas Cookie,28,2090,1,461,284,140,170,0,50,1,24,30,53,45,100,Small,Demihuman,Holy,2,1,400,1248,1248,240,17,Normal,,8,0
1247,ANTONIO,Antonio,10,10,1,3,2,13,20,100,0,1,1,1,50,100,100,Medium,Plant,Holy,3,1,100,720,720,432,1,Normal,"IgnoreMagic, IgnoreMelee, IgnoreMisc, IgnoreRanged",8,0
1248,CRUISER,Cruiser,35,2820,1,1100,450,175,215,5,5,1,40,10,10,90,25,Medium,Formless,Neutral,3,7,400,1296,1296,432,5,Normal,,8,0
1249,MYSTCASE,Myst Case,38,3450,1,1113,688,160,360,5,10,65,50,25,5,48,75,Medium,Formless,Neutral,3,1,400,1248,1248,432,17,Normal,,8,0
1250,CHEPET,Chepet,42,4950,1,1518,946,380,440,0,25,1,72,35,71,65,85,Medium,Demihuman,Fire,1,1,400,672,672,288,21,Normal,,8,0
1251,KNIGHT_OF_WINDSTORM,Stormy Knight,77,240000,1,64350,21450,1425,1585,35,60,75,185,83,55,130,79,Large,Formless,Wind,4,2,200,468,468,288,21,Boss,Mvp,8,3
1252,GARM,Hatii,73,197000,1,50050,20020,1700,1900,40,45,85,126,82,65,95,60,Large,Brute,Water,4,3,400,608,408,336,21,Boss,Mvp,7,3
1253,GARGOYLE,Gargoyle,48,3950,1,1650,1650,290,360,10,10,15,61,20,20,126,40,Medium,Demon,Wind,3,9,200,1020,720,384,5,Normal,Detector,6,0
1254,RAGGLER,Raggler,21,1020,1,218,140,102,113,0,5,18,10,32,20,39,35,Small,Brute,Wind,1,1,200,1000,900,384,21,Normal,,8,0
1255,NERAID,Nereid,40,4120,1,1126,684,325,360,0,10,1,45,50,5,64,5,Small,Brute,Earth,1,1,200,776,576,288,21,Normal,,8,0
1256,PEST,Pest,40,3240,1,1238,752,375,450,0,5,1,60,22,5,80,5,Small,Brute,Dark,2,1,165,700,648,480,21,Normal,,7,0
1257,INJUSTICE,Injustice,51,7600,1,2118,1488,480,600,0,0,84,42,39,0,71,35,Medium,Undead,Dark,2,1,400,770,720,336,21,Normal,,8,0
1258,GOBLIN_ARCHER,Goblin Archer,28,1750,1,461,284,89,113,0,0,10,15,20,15,72,20,Small,Demihuman,Poison,1,9,200,1172,672,420,5,Normal,,8,0
1259,GRYPHON,Gryphon,72,27800,1,5896,4400,880,1260,35,35,68,95,78,65,115,75,Large,Brute,Wind,4,1,100,704,504,432,21,Boss,,8,0
1260,DARK_FRAME,Dark Frame,59,7500,1,3652,3271,960,1210,10,45,1,72,42,45,85,25,Medium,Demon,Dark,3,1,200,920,720,200,21,Normal,Detector,6,0
1261,WILD_ROSE,Wild Rose,38,2980,1,1113,688,315,360,0,15,65,85,15,35,65,80,Small,Brute,Wind,1,1,100,964,864,288,2,Normal,,8,0
1262,MUTANT_DRAGON,Mutant Dragonoid,65,62600,1,4730,3536,2400,3400,15,20,75,47,30,68,45,35,Large,Dragon,Fire,2,4,250,1280,1080,240,21,Boss,,8,0
1263,WIND_GHOST,Wind Ghost,51,4820,1,2424,1488,489,639,0,45,1,89,15,90,85,25,Medium,Demon,Wind,3,2,150,1056,1056,336,21,Normal,Detector,8,0
1264,MERMAN,Merman,53,14690,1,4500,3000,482,964,10,35,72,45,46,35,60,55,Medium,Demihuman,Water,3,2,220,916,816,336,21,Normal,,8,0
1265,COOKIE,Cookie,25,950,1,310,188,130,145,0,25,1,35,20,53,37,90,Small,Demihuman,Neutral,3,1,200,1036,936,240,3,Normal,,8,0
1266,ASTER,Aster,18,1372,1,122,78,56,64,0,10,1,19,15,0,34,5,Small,Fish,Earth,1,1,400,1264,864,216,17,Normal,,7,0
1267,CARAT,Carat,51,5200,1,1926,1353,330,417,0,25,1,41,45,5,85,155,Medium,Demon,Wind,2,1,200,1078,768,384,21,Normal,Detector,6,0
1268,BLOODY_KNIGHT,Bloody Knight,82,57870,1,10120,6820,2150,3030,60,50,88,75,70,77,125,55,Large,Formless,Dark,4,3,250,828,528,192,21,Normal,,8,0
1269,CLOCK,Clock,60,11050,1,3410,2904,720,909,15,10,1,70,50,25,90,50,Medium,Formless,Earth,2,1,200,1092,792,480,17,Normal,,8,0
1270,C_TOWER_MANAGER,Clock Tower Manager,63,18600,1,4378,2850,880,1180,35,30,1,75,20,64,75,60,Large,Formless,Neutral,4,3,200,1072,672,384,17,Normal,,8,0
1271,ALLIGATOR,Alligator,42,6962,1,1379,866,315,360,2,5,1,45,50,10,69,65,Medium,Brute,Water,1,1,200,1100,900,480,17,Normal,,6,0
1272,DARK_LORD,Dark Lord,80,720000,1,65780,45045,2800,3320,30,70,1,120,30,118,99,60,Large,Demon,Undead,4,2,100,868,768,480,21,Boss,Mvp,8,3
1273,ORC_LADY,Orc Lady,31,2000,1,644,407,135,170,10,10,35,42,25,15,69,55,Medium,Demihuman,Earth,2,1,200,1050,900,288,21,Normal,,8,0
1274,MEGALITH,Megalith,45,5300,1,1758,1075,264,314,50,25,1,45,60,5,95,5,Large,Formless,Neutral,4,9,200,1332,1332,672,10,Normal,,6,0
1275,ALICE,Alice,62,10000,221,3583,2400,550,700,5,5,64,64,42,85,100,130,Medium,Demihuman,Neutral,3,1,200,502,2304,480,17,Normal,,8,0
1276,RAYDRIC_ARCHER,Raydric Archer,52,5250,1,3025,2125,415,500,35,5,15,25,22,5,145,35,Medium,Demon,Dark,2,9,200,1152,1152,480,5,Normal,Detector,7,0
1277,GREATEST_GENERAL,Greatest General,40,3632,1,1238,752,350,400,15,15,1,20,60,55,82,140,Medium,Formless,Fire,2,3,200,1152,1152,384,10,Normal,,8,0
1278,STALACTIC_GOLEM,Stalactic Golem,60,18700,1,5808,2695,950,1260,50,5,73,45,85,5,90,25,Large,Formless,Neutral,4,1,200,1264,864,288,17,Normal,,7,0
1279,TRI_JOINT,Tri Joint,32,2300,1,386,220,178,206,20,5,1,48,24,10,67,20,Small,Insect,Earth,1,1,200,860,660,624,21,Normal,Detector,7,0
1280,STEAM_GOBLIN,Goblin Steamrider,35,2490,1,864,495,234,269,20,5,58,59,32,15,75,25,Medium,Demihuman,Wind,2,1,200,1008,1008,528,17,Normal,,8,0
1281,SAGEWORM,Sage Worm,43,3850,1,1155,1320,120,280,0,50,1,52,24,88,79,55,Small,Brute,Neutral,3,1,200,936,936,288,17,Normal,,8,0
1282,KOBOLD_ARCHER,Kobold Archer,33,2560,1,739,455,155,185,10,5,10,20,15,30,100,25,Small,Demihuman,Fire,1,9,200,1008,1008,384,5,Normal,,8,0
1283,CHIMERA,Chimera,70,32600,1,4950,3000,1200,1320,30,10,1,72,110,88,75,85,Large,Brute,Fire,3,1,200,772,672,360,21,Boss,,8,0
1285,ARCHER_GUARDIAN,Archer Guardian,74,28634,1,1,1,1120,1600,35,60,95,80,80,90,165,55,Large,Demihuman,Neutral,4,12,265,1200,1200,384,12,Guardian,,0,0
1286,KNIGHT_GUARDIAN,Knight Guardian,86,30214,1,1,1,1280,1560,55,30,110,40,140,65,125,65,Large,Demihuman,Neutral,4,2,275,1200,1200,384,12,Guardian,,0,0
1287,SOLDIER_GUARDIAN,Soldier Guardian,56,15670,1,1,1,873,1036,35,0,85,56,100,45,103,43,Small,Insect,Earth,1,1,265,1288,288,384,12,Guardian,,0,0
1288,EMPELIUM,Emperium,90,68430,1,0,0,60,71,40,50,1,17,80,50,26,20,Small,Angel,Holy,1,1,300,1288,288,384,06,Boss,,0,0
1289,MAYA_PUPLE,Maya Purple,81,55479,1,10496,3893,1447,2000,68,48,95,90,80,95,90,119,Large,Insect,Earth,4,2,100,1024,1000,480,21,Boss,,8,0
1290,SKELETON_GENERAL,Skeleton General,73,17402,1,8170,3370,910,1089,25,25,90,25,40,20,77,25,Medium,Undead,Undead,1,1,150,2276,576,432,21,Normal,,8,0
1291,WRAITH_DEAD,Wraith Dead,74,43021,1,10341,3618,1366,1626,25,30,5,99,55,75,115,45,Large,Undead,Undead,4,2,175,1816,576,240,21,Normal,,8,0
1292,MINI_DEMON,Mini Demon,68,32538,1,8396,3722,1073,1414,30,25,5,75,40,55,89,42,Small,Demon,Dark,1,1,150,1000,600,384,21,Normal,Detector,8,0
1293,CREMY_FEAR,Creamy Fear,62,13387,1,7365,2691,666,829,45,30,5,40,16,15,68,55,Small,Insect,Wind,1,2,155,1136,720,840,21,Normal,Detector,8,0
1294,KILLER_MANTIS,Killer Mantis,56,13183,1,6509,2366,764,927,35,20,5,26,24,5,75,40,Medium,Insect,Earth,1,1,175,1528,660,432,21,Normal,Detector,8,0
1295,OWL_BARON,Owl Baron,75,60746,1,10967,4811,1252,1610,65,25,25,25,80,95,95,55,Large,Demon,Neutral,3,2,175,1345,824,440,21,Boss,,8,0
1296,KOBOLD_LEADER,Kobold Leader,65,18313,1,7432,2713,649,958,37,37,5,90,36,30,77,59,Medium,Demihuman,Wind,2,1,150,1028,528,360,21,Normal,,8,0
1297,ANCIENT_MUMMY,Ancient Mummy,64,40599,1,8040,3499,836,1129,27,27,28,19,32,5,83,35,Medium,Undead,Undead,2,1,175,1772,120,384,21,Normal,,8,0
1298,ZOMBIE_MASTER,Zombie Master,62,14211,1,7610,2826,824,1084,37,26,25,20,30,5,77,35,Medium,Undead,Undead,1,1,175,2612,912,288,21,Normal,,8,0
1299,GOBLIN_LEADER,Goblin Leader,64,20152,1,6036,2184,663,752,48,16,5,55,37,30,69,58,Medium,Demihuman,Wind,1,1,120,1120,620,240,21,Normal,,8,0
1300,CATERPILLAR,Caterpillar,64,14439,1,6272,3107,894,1447,47,29,35,25,85,15,69,45,Small,Insect,Earth,1,1,300,1672,672,480,21,Normal,Detector,8,0
1301,AM_MUT,Am Mut,61,12099,1,7709,2690,1040,1121,50,10,50,65,40,35,83,45,Small,Demon,Dark,1,1,200,1156,456,384,21,Normal,Detector,8,0
1302,DARK_ILLUSION,Dark Illusion,77,103631,1,11163,4181,1300,1983,64,70,5,100,40,100,97,40,Large,Demon,Undead,4,2,145,1024,768,480,21,Boss,,8,0
1303,GIANT_HONET,Giant Hornet,56,13105,1,5785,2006,650,852,38,43,35,38,32,10,71,64,Small,Insect,Wind,1,1,155,1292,792,340,21,Normal,Detector,8,0
1304,GIANT_SPIDER,Giant Spider,55,11874,1,6211,2146,624,801,41,28,5,36,43,5,73,69,Large,Insect,Poison,1,1,165,1468,468,768,21,Normal,Detector,8,0
1305,ANCIENT_WORM,Ancient Worm,67,22598,1,8174,3782,948,1115,35,30,5,35,56,55,81,72,Large,Insect,Poison,1,1,165,1792,792,336,21,Normal,Detector,8,0
1306,LEIB_OLMAI,Leib Olmai,58,24233,1,6011,2171,740,1390,27,31,5,35,95,5,64,85,Large,Brute,Earth,1,1,175,1260,230,192,21,Normal,,8,0
1307,CAT_O_NINE_TAIL,Cat o' Nine Tails,76,64512,1,10869,4283,1112,1275,61,55,55,75,55,82,86,120,Medium,Demon,Fire,3,1,155,1276,576,288,21,Boss,,8,0
1308,PANZER_GOBLIN,Panzer Goblin,59,14130,1,7212,2697,683,878,41,28,60,60,40,20,81,160,Medium,Demihuman,Wind,2,1,200,960,1008,840,21,Normal,,8,0
1309,GAJOMART,Gajomart,63,13669,1,6625,2900,917,950,85,50,5,34,10,5,75,140,Small,Formless,Fire,4,1,300,1000,1152,828,21,Normal,,8,0
1310,MAJORUROS,Majoruros,66,57991,1,8525,3799,780,1300,10,25,65,50,75,50,85,48,Large,Brute,Fire,2,1,250,1100,960,780,21,Normal,,8,0
1311,GULLINBURSTI,Gullinbursti,62,21331,1,5814,2376,699,1431,10,15,55,25,60,5,70,45,Large,Brute,Earth,2,1,150,1960,960,384,21,Normal,,8,0
1312,TURTLE_GENERAL,Turtle General,97,320700,1,18202,9800,2438,3478,50,54,100,45,55,65,105,164,Large,Brute,Earth,2,2,200,900,1000,500,21,Boss,Mvp,8,3
1313,MOBSTER,Mobster,61,7991,1,4424,1688,910,1128,41,37,76,46,20,35,76,55,Medium,Demihuman,Neutral,1,1,250,1100,560,580,21,Normal,,8,0
1314,PERMETER,Permeter,63,8228,1,3756,1955,943,1211,46,45,69,59,60,5,69,100,Medium,Brute,Neutral,2,2,250,1100,483,528,17,Normal,,8,0
1315,ASSULTER,Assaulter,71,11170,1,4854,2654,764,1499,35,28,85,74,10,35,100,100,Medium,Demihuman,Wind,2,2,155,1000,900,432,21,Normal,,8,0
1316,SOLIDER,Solider,70,12099,1,4458,1951,797,979,57,43,69,35,85,5,74,100,Medium,Brute,Earth,2,2,250,1452,483,528,17,Normal,,8,0
1317,FUR_SEAL,Seal,63,9114,1,3765,1824,845,1203,25,33,5,28,22,15,69,84,Medium,Brute,Water,1,1,200,1612,622,583,4,Normal,,8,0
1318,HEATER,Heater,68,11020,1,3766,2359,683,1008,40,42,69,47,25,5,71,100,Medium,Brute,Fire,2,2,250,1452,483,528,21,Normal,,8,0
1319,FREEZER,Freezer,72,8636,1,3665,2197,671,983,55,43,69,41,59,5,67,100,Medium,Brute,Water,2,2,250,1452,483,528,21,Normal,,8,0
1320,OWL_DUKE,Owl Duke,75,26623,1,7217,3474,715,910,27,49,15,45,40,75,79,88,Large,Demon,Neutral,3,1,195,1345,824,440,21,Boss,,8,0
1321,DRAGON_TAIL,Dragon Tail,61,8368,1,3587,1453,520,715,25,19,10,68,15,5,67,67,Medium,Insect,Wind,2,1,175,862,534,312,21,Normal,Detector,8,0
1322,SPRING_RABBIT,Spring Rabbit,58,9045,1,3982,1766,585,813,29,21,45,61,5,15,77,90,Medium,Brute,Earth,2,1,160,1120,552,511,2,Normal,,8,0
1323,SEE_OTTER,Sea Otter,59,9999,1,3048,1642,650,813,33,35,5,36,40,25,82,65,Medium,Brute,Water,3,1,190,1132,583,532,4,Normal,,8,0
1324,TREASURE_BOX1,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1325,TREASURE_BOX2,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1326,TREASURE_BOX3,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1327,TREASURE_BOX4,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1328,TREASURE_BOX5,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1329,TREASURE_BOX6,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1330,TREASURE_BOX7,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1331,TREASURE_BOX8,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1332,TREASURE_BOX9,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1333,TREASURE_BOX10,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1334,TREASURE_BOX11,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1335,TREASURE_BOX12,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1336,TREASURE_BOX13,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1337,TREASURE_BOX14,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1338,TREASURE_BOX15,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1339,TREASURE_BOX16,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1340,TREASURE_BOX17,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1341,TREASURE_BOX18,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1342,TREASURE_BOX19,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1343,TREASURE_BOX20,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1344,TREASURE_BOX21,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
