id,aegis_name,name,type,sub_type,buy,sell,weight,attack,magic_attack,defense,range,slots,weapon_level,armor_level,equip_level_min,equip_level_max,refineable,jobs,classes,gender,locations,script,equip_script,unequip_script
1380,BF_Two_Handed_Axe2,Brave Insane Battle Axe,Weapon,2hAxe,20,,0,200,0,0,1,0,3,,80,0,True,"Alchemist, Blacksmith, Crusader, Knight, Merchant, Swordman",All,Both,Both_Hand,"bonus bStr,3;
bonus2 bAddRace,RC_DemiHuman,55;
bonus2 bAddRace,RC_Player_Human,55;
autobonus ""{ bonus bBreakArmorRate,10000; }"",20,3000,BF_WEAPON,""{ specialeffect2 EF_POTION_BERSERK; }"";
bonus bUnbreakableWeapon;
",,
1381,N_Battle_Axe,Novice Battle Axe,Weapon,2hAxe,,,0,100,0,0,1,3,1,,3,0,False,"Alchemist, Blacksmith, Crusader, Knight, Merchant, Swordman",All,Both,Both_Hand,,,
1382,Krieger_Twohand_Axe1,Glorious Two-Handed Axe,Weapon,2hAxe,20,,0,220,0,0,1,0,4,,80,0,True,"Alchemist, Blacksmith, Crusader, Knight, Merchant, Swordman",All,Both,Both_Hand,"bonus2 bAddRace,RC_DemiHuman,70;
bonus2 bAddRace,RC_Player_Human,70;
bonus2 bIgnoreDefRaceRate,RC_DemiHuman,25;
bonus2 bIgnoreDefRaceRate,RC_Player_Human,25;
bonus bUnbreakableWeapon;
if (getrefine()>5) {
   bonus2 bAddRace,RC_DemiHuman,(getrefine()-3)*(getrefine()-3);
   bonus2 bAddRace,RC_Player_Human,(getrefine()-3)*(getrefine()-3);
   bonus2 bIgnoreDefRaceRate,RC_DemiHuman,5;
   bonus2 bIgnoreDefRaceRate,RC_Player_Human,5;
   bonus3 bAutoSpell,""NPC_CRITICALWOUND"",1,50;
}
if (getrefine()>8) {
   bonus3 bAutoSpell,""NPC_CRITICALWOUND"",1,100;
   bonus4 bAutoSpellOnSkill,""MC_MAMMONITE"",""NPC_CRITICALWOUND"",2,200;
   bonus4 bAutoSpellOnSkill,""WS_CARTTERMINATION"",""NPC_CRITICALWOUND"",2,200;
}
",,
1383,Holy_Celestial_Axe,Celestial Axe,Weapon,2hAxe,20,,1500,200,0,0,1,0,4,,60,0,True,"Alchemist, Blacksmith, Crusader, Knight, Merchant, Swordman",All,Both,Both_Hand,"bonus bAtkEle,Ele_Holy;
bonus bVit,10;
bonus2 bAddRace,RC_Undead,10;
bonus3 bAutoSpell,""AL_BLESSING"",5,50;
",,
1384,Veteran_Axe,Veteran Axe,Weapon,2hAxe,10000,,3000,250,0,0,1,2,3,,80,0,True,"Alchemist, Blacksmith, Crusader, Knight, Merchant, Swordman",All,Both,Both_Hand,"if (getskilllv(""BS_DAGGER"") == 3) {
   bonus bBaseAtk,10;
}
if (getskilllv(""BS_SWORD"") == 3) {
   bonus bBaseAtk,10;
}
if (getskilllv(""BS_TWOHANDSWORD"") == 3) {
   bonus bBaseAtk,10;
}
if (getskilllv(""BS_KNUCKLE"") == 3) {
   bonus bBaseAtk,10;
}
if (getskilllv(""BS_SPEAR"") == 3) {
   bonus bBaseAtk,10;
}
if (getskilllv(""BS_AXE"") == 3) {
   bonus bBaseAtk,10;
}
if (getskilllv(""BS_MACE"") == 3) {
   bonus bBaseAtk,10;
}
bonus bVit,2;
",,
1385,Bradium_Stonehammer,Bradium Stone Hammer,Weapon,2hAxe,20,,2700,210,0,0,1,0,4,,75,0,True,"Alchemist, Blacksmith, Crusader, Knight, Merchant, Swordman",Upper,Both,Both_Hand,"bonus3 bAddEffOnSkill,""BS_HAMMERFALL"",Eff_Stun,500+(200*getrefine());
",,
1386,Doom_Slayer_I,Doom Slayer,Weapon,2hAxe,,,0,20,0,0,1,0,4,,0,0,False,"Alchemist, Blacksmith, Crusader, Knight, Merchant, Swordman",All,Both,Both_Hand,"if (readparam(bStr)>=95) {
   bonus bBaseAtk,400;
   bonus2 bAddEff,Eff_Stun,3000;
   bonus bAspdRate,-25;
   bonus bUseSPrate,100;
   bonus bBreakArmorRate,500;
}
",,
1387,Giant_Axe,Giant Axe,Weapon,2hAxe,20,,4000,330,0,0,1,1,3,,50,0,True,"Alchemist, Blacksmith, Crusader, Knight, Merchant, Swordman",Upper,Both,Both_Hand,"bonus2 bSkillAtk,""WS_CARTTERMINATION"",15;
if (readparam(bStr)>=95) {
   bonus bHit,10;
   bonus bAspdRate,3;
}
",,
1388,Two_Handed_Axe_C,Two-Handed Axe,Weapon,2hAxe,,,0,220,0,0,1,0,3,,1,0,False,"Alchemist, Blacksmith, Crusader, Knight, Merchant, Swordman",All,Both,Both_Hand,"bonus2 bAddSize,Size_All,40;
",,
1389,E_Tomahawk_C,Tomahawk,Weapon,2hAxe,2,,0,200,0,0,1,0,4,,0,0,False,"Alchemist, Blacksmith, Crusader, Knight, Merchant, Swordman",All,Both,Both_Hand,"bonus bAtkEle,Ele_Wind;
",,
1390,E_Right_Epsilon_C,Light Epsilon,Weapon,2hAxe,1,,0,229,0,0,1,0,4,,1,0,False,"Alchemist, Blacksmith, Crusader, Knight, Merchant, Swordman",All,Both,Both_Hand,"bonus bAtkEle,Ele_Holy;
bonus bStr,10;
",,
1401,Javelin,Javelin,Weapon,1hSpear,150,,700,28,0,0,3,3,1,,4,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,,,
1402,Javelin_,Javelin,Weapon,1hSpear,150,,700,28,0,0,3,4,1,,4,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,,,
1403,Javelin__,Javelin,Weapon,1hSpear,150,,700,28,0,0,3,0,1,,4,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,,,
1404,Spear,Spear,Weapon,1hSpear,1700,,850,44,0,0,3,3,1,,4,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,,,
1405,Spear_,Spear,Weapon,1hSpear,1700,,850,44,0,0,3,4,1,,4,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,,,
1406,Spear__,Spear,Weapon,1hSpear,1700,,850,44,0,0,3,0,1,,4,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,,,
1407,Pike,Pike,Weapon,1hSpear,3450,,1000,60,0,0,3,3,1,,4,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,,,
1408,Pike_,Pike,Weapon,1hSpear,3450,,1000,60,0,0,3,4,1,,4,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,,,
1409,Pike__,Pike,Weapon,1hSpear,3450,,1000,60,0,0,3,0,1,,4,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,,,
1410,Lance,Lance,Weapon,2hSpear,60000,,2500,185,0,0,3,0,3,,33,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1411,Lance_,Lance,Weapon,2hSpear,60000,,2500,185,0,0,3,0,3,,33,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1412,Lance__,Lance,Weapon,2hSpear,60000,,2500,185,0,0,3,0,3,,33,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1413,Gungnir,Gungnir,Weapon,1hSpear,20,,500,120,0,0,3,0,4,,4,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus bAtkEle,Ele_Wind;
bonus bPerfectHitRate,25;
bonus bHit,30;
",,
1414,Gelerdria,Gelerdria,Weapon,1hSpear,20,,700,145,0,0,3,0,4,,48,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus bAtkEle,Ele_Earth;
bonus bMaxHP,800;
bonus bMaxSP,-50;
",,
1415,Skewer,Brocca,Weapon,1hSpear,20,,850,100,0,0,3,0,4,,48,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus bIgnoreDefClass,Class_Normal;
bonus2 bAddEle,Ele_Neutral,25;
",,
1416,Tjungkuletti,Tjungkuletti,Weapon,1hSpear,20,,1000,95,0,0,3,0,4,,48,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus bSPDrainValue,1;
bonus bSPGainValue,5;
",,
1417,Pole_Axe,Pole Axe,Weapon,1hSpear,20,,3800,160,0,0,3,1,3,,71,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus bStr,1;
bonus bInt,2;
bonus bDex,1;
",,
1418,Gungnir_,Gungnir,Weapon,1hSpear,20,,500,120,0,0,3,2,4,,4,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus bAtkEle,Ele_Wind;
bonus bPerfectHitRate,25;
bonus bHit,30;
",,
1419,Pole_Axe_C,Pole Axe,Weapon,1hSpear,1,,4800,159,0,0,3,0,3,,1,0,False,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus bStr,1;
bonus bInt,2;
bonus bDex,1;
",,
1420,Long_Horn,Long Horn,Weapon,1hSpear,20,,1000,150,0,0,3,1,4,,65,0,True,"Crusader, Knight, Swordman",Upper,Both,Right_Hand,"bonus bAtkEle,Ele_Holy;
bonus2 bAddEff,Eff_Bleeding,500;
skill ""TF_DETOXIFY"",1;
bonus bUnbreakableWeapon;
",,
1421,Battle_Hook,Battle Hook,Weapon,1hSpear,20,,900,140,0,0,3,1,4,,65,0,True,"Crusader, Knight, Swordman",Upper,Both,Right_Hand,"bonus2 bAddEff,Eff_Stun,500;
bonus2 bAddRace,RC_DemiHuman,20;
bonus2 bAddRace,RC_Player_Human,20;
skill ""KN_PIERCE"",3;
",,
1422,Hunting_Spear,Hunting Spear,Weapon,1hSpear,20,,4200,180,0,0,3,1,4,,60,0,True,"Crusader, Knight, Swordman",Upper,Both,Right_Hand,"bonus bIgnoreDefRace,RC_Brute;
bonus bIgnoreDefRace,RC_Player_Doram;
bonus3 bAddMonsterDropItem,517,RC_Brute,1000;
bonus3 bAutoSpell,""LK_JOINTBEAT"",3,100;
",,
1423,Pole_XO,Pole XO,Weapon,1hSpear,20,,0,120,0,0,3,0,1,,0,0,False,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus2 bAddClass,Class_All,50;
",,
1424,Skewer_C,Refined Brocca,Weapon,1hSpear,1,,0,149,0,0,3,0,4,,0,0,False,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus bIgnoreDefClass,Class_Normal;
bonus2 bAddSize,Size_Medium,20;
",,
1425,BF_Spear1,Assaulter Spear,Weapon,1hSpear,20,,0,60,0,0,3,0,3,,80,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus bStr,2;
bonus2 bAddRace,RC_DemiHuman,95;
bonus2 bAddRace,RC_Player_Human,95;
bonus2 bIgnoreDefRaceRate,RC_DemiHuman,20;
bonus2 bIgnoreDefRaceRate,RC_Player_Human,20;
bonus bUnbreakableWeapon;
if (BaseJob == Job_Crusader)
   bonus bAspdRate,20;
",,
1426,Krieger_Onehand_Spear1,Glorious Spear,Weapon,1hSpear,20,,0,130,0,0,3,0,4,,80,0,True,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus2 bAddRace,RC_DemiHuman,95;
bonus2 bAddRace,RC_Player_Human,95;
bonus2 bIgnoreDefRaceRate,RC_DemiHuman,20;
bonus2 bIgnoreDefRaceRate,RC_Player_Human,20;
bonus bUnbreakableWeapon;
if (getrefine()>5) {
   bonus2 bAddRace,RC_DemiHuman,(getrefine()-4)*(getrefine()-4);
   bonus2 bAddRace,RC_Player_Human,(getrefine()-4)*(getrefine()-4);
   bonus2 bIgnoreDefRaceRate,RC_DemiHuman,5;
   bonus2 bIgnoreDefRaceRate,RC_Player_Human,5;
   bonus bAspdRate,10;
}
if (getrefine()>8) {
   if (BaseJob == Job_Knight)
      bonus4 bAutoSpellOnSkill,""KN_PIERCE"",""NPC_CRITICALWOUND"",2,200;
   else if (BaseJob == Job_Crusader)
      bonus3 bAutoSpell,""PA_PRESSURE"",5,100;
}
",,
1427,Spear_Of_Excellent,Spear Of Excellent,Weapon,1hSpear,20,,0,160,0,0,3,0,3,,0,0,False,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus2 bSkillAtk,""SM_MAGNUM"",25;
bonus bStr,2;
",,
1428,Long_Horn_M,Long Horn,Weapon,1hSpear,20,,1000,150,0,0,3,1,4,,65,0,True,"Crusader, Knight, Swordman",Upper,Both,Right_Hand,"bonus bAtkEle,Ele_Holy;
bonus2 bAddEff,Eff_Bleeding,500;
skill ""TF_DETOXIFY"",1;
bonus bUnbreakableWeapon;
",,
1429,Hunting_Spear_M,Hunting Spear,Weapon,1hSpear,20,,4200,180,0,0,3,1,4,,60,0,True,"Crusader, Knight, Swordman",Upper,Both,Right_Hand,"bonus bIgnoreDefRace,RC_Brute;
bonus bIgnoreDefRace,RC_Player_Doram;
bonus3 bAddMonsterDropItem,517,RC_Brute,1000;
bonus3 bAutoSpell,""LK_JOINTBEAT"",3,500;
",,
1430,Pike_C,Pike,Weapon,1hSpear,,,0,74,0,0,3,0,1,,1,0,False,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus2 bAddSize,Size_All,70;
",,
1431,F_Pole_Axe_C,Pole Axe,Weapon,1hSpear,1,,4800,195,0,0,3,0,3,,1,0,False,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus bStr,1;
bonus bInt,2;
bonus bDex,1;
",,
1432,E_Pole_Axe_C,Pole Axe,Weapon,1hSpear,1,,4800,195,0,0,3,0,3,,1,0,False,"Crusader, Knight, Swordman",All,Both,Right_Hand,"bonus bStr,1;
bonus bInt,2;
bonus bDex,1;
",,
1451,Guisarme,Guisarme,Weapon,2hSpear,13000,,1000,84,0,0,3,2,2,,18,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1452,Guisarme_,Guisarme,Weapon,2hSpear,13000,,1000,84,0,0,3,3,2,,18,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1453,Guisarme__,Guisarme,Weapon,2hSpear,13000,,1000,84,0,0,3,0,2,,18,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1454,Glaive,Glaive,Weapon,2hSpear,20000,,1200,104,0,0,3,2,2,,18,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1455,Glaive_,Glaive,Weapon,2hSpear,20000,,1200,104,0,0,3,3,2,,18,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1456,Glaive__,Glaive,Weapon,2hSpear,20000,,1200,104,0,0,3,0,2,,18,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1457,Partizan,Partizan,Weapon,2hSpear,27000,,2000,124,0,0,3,1,2,,18,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1458,Partizan_,Partizan,Weapon,2hSpear,27000,,2000,124,0,0,3,2,2,,18,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1459,Partizan__,Partizan,Weapon,2hSpear,27000,,2000,124,0,0,3,0,2,,18,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1460,Trident,Trident,Weapon,2hSpear,51000,,1200,150,0,0,3,2,3,,33,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1461,Trident_,Trident,Weapon,2hSpear,51000,,1200,150,0,0,3,3,3,,33,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1462,Trident__,Trident,Weapon,2hSpear,51000,,1200,150,0,0,3,0,3,,33,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1463,Halberd,Halberd,Weapon,2hSpear,54000,,2500,165,0,0,3,1,3,,33,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1464,Halberd_,Halberd,Weapon,2hSpear,54000,,2500,165,0,0,3,2,3,,33,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1465,Halberd__,Halberd,Weapon,2hSpear,54000,,2500,165,0,0,3,0,3,,33,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1466,Crescent_Scythe,Crescent Scythe,Weapon,2hSpear,20,,2500,180,0,0,3,0,4,,48,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus bCritical,30;
bonus bHit,10;
",,
1467,Bill_Guisarme,Bill Guisarme,Weapon,2hSpear,20,,1000,183,0,0,3,0,4,,48,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus2 bAddRace,RC_Brute,10;
bonus2 bAddRace,RC_Player_Doram,10;
bonus2 bAddRace,RC_DemiHuman,5;
bonus2 bAddRace,RC_Player_Human,5;
",,
1468,Zephyrus,Zephyrus,Weapon,2hSpear,20,,2000,170,0,0,3,0,4,,48,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus bAtkEle,Ele_Wind;
bonus2 bAddEff,Eff_Silence,200;
bonus3 bAutoSpell,""MG_THUNDERSTORM"",3,100;
",,
1469,Longinus's_Spear,Longinus's Spear,Weapon,2hSpear,20,,2500,180,0,0,3,0,4,,48,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus bAtkEle,Ele_Dark;
bonus2 bAddRace,RC_DemiHuman,10;
bonus2 bAddRace,RC_Player_Human,10;
bonus2 bAddRace,RC_Angel,10;
",,
1470,Brionac,Brionac,Weapon,2hSpear,20,,3000,190,0,0,3,0,4,,48,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus bAtkEle,Ele_Holy;
skill ""AL_HEAL"",5;
bonus3 bAutoSpell,""MG_SOULSTRIKE"",3,100;
bonus2 bAddClass,Class_Boss,5;
",,
1471,Hell_Fire,Hellfire,Weapon,2hSpear,20,,3500,200,0,0,3,0,4,,48,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus bAtkEle,Ele_Fire;
bonus3 bAutoSpell,""MG_FIREBALL"",3,100;
bonus bStr,3;
",,
1472,Staff_Of_Soul,Soul Staff,Weapon,2hStaff,20,,1400,25,0,0,1,0,3,,73,0,True,"Mage, Sage, SoulLinker, Wizard",All,Both,Both_Hand,"bonus bInt,5;
bonus bAgi,2;
bonus bMatkRate,15;
",,
1473,Wizardy_Staff,Wizardry Staff,Weapon,2hStaff,20,,2400,120,0,0,1,0,4,,90,0,True,"Mage, Sage, SoulLinker, Wizard",All,Both,Both_Hand,"bonus bInt,6;
bonus bDex,2;
bonus bMatkRate,15;
",,
1474,Gae_Bolg,Gae Bolg,Weapon,2hSpear,20,,2000,160,0,0,3,0,4,,60,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus bIgnoreDefRace,RC_Dragon;
bonus2 bAddClass,Class_Boss,10;
",,
1475,Horseback_Lance,Equestrian's Spear,Weapon,2hSpear,20,,3700,200,0,0,4,0,4,,75,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,,,
1476,Crescent_Scythe_,Crescent Scythe,Weapon,2hSpear,20,,2500,180,0,0,3,1,4,,48,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus bCritical,30;
bonus bHit,10;
",,
1477,Spectral_Spear,Spectral Spear,Weapon,2hSpear,20,,2000,170,0,0,3,0,4,,75,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus2 bAddEle,Ele_Dark,20;
bonus2 bAddRace,RC_Demon,20;
bonus2 bAddRace,RC_Undead,20;
bonus2 bSubEle,Ele_Dark,10;
bonus2 bSubRace,RC_Demon,10;
bonus2 bSubRace,RC_Undead,10;
bonus2 bAddEff2,Eff_Confusion,1000;
bonus bHPGainValue,50;
",,
1478,Ahlspiess,Ahlspiess,Weapon,2hSpear,20,,1000,120,0,0,3,0,4,,65,0,True,"Crusader, Knight",All,Both,Both_Hand,"bonus bIgnoreDefClass,Class_Normal;
bonus bIgnoreDefClass,Class_Boss;
bonus2 bAddRace,RC_DemiHuman,10;
bonus2 bAddRace,RC_Player_Human,10;
bonus3 bAutoSpell,""KN_PIERCE"",5,30;
",,
1479,Spectral_Spear_,Spectral Spear,Weapon,2hSpear,20,,2000,170,0,0,3,1,4,,75,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus2 bAddEle,Ele_Dark,20;
bonus2 bAddRace,RC_Demon,20;
bonus2 bAddRace,RC_Undead,20;
bonus2 bSubEle,Ele_Dark,10;
bonus2 bSubRace,RC_Demon,10;
bonus2 bSubRace,RC_Undead,10;
bonus2 bAddEff2,Eff_Confusion,1000;
bonus bHPGainValue,50;
",,
1480,Gae_Bolg_,Gae Bolg,Weapon,2hSpear,20,,2000,160,0,0,3,2,4,,60,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus bIgnoreDefRace,RC_Dragon;
bonus2 bAddClass,Class_Boss,10;
",,
1481,Zephyrus_,Zephyrus,Weapon,2hSpear,20,,2000,170,0,0,3,3,4,,48,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus bAtkEle,Ele_Wind;
bonus2 bAddEff,Eff_Silence,200;
bonus3 bAutoSpell,""MG_THUNDERSTORM"",3,100;
",,
1482,BF_Lance1,Assaulter Lance,Weapon,2hSpear,,,0,160,0,0,3,0,3,,80,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus bStr,2;
bonus2 bAddRace,RC_DemiHuman,25;
bonus2 bAddRace,RC_Player_Human,25;
bonus bIgnoreDefRace,RC_DemiHuman;
bonus bIgnoreDefRace,RC_Player_Human;
bonus bUnbreakableWeapon;
",,
1483,Ivory_Lance,Ivory Lance,Weapon,2hSpear,20,,1000,160,0,0,3,1,3,,50,0,True,"Crusader, Knight, Swordman",Upper,Both,Both_Hand,"bonus bAgi,2;
bonus bAspdRate,3;
bonus2 bAddEff,Eff_Bleeding,300;
bonus3 bAutoSpell,""NPC_CRITICALWOUND"",1,30;
skill ""KN_SPEARSTAB"",5;
",,
1484,Cardo,Cardo,Weapon,2hSpear,20,,5600,150,0,0,3,1,4,,70,0,True,Knight,Upper,Both,Both_Hand,"bonus bAspdRate,-10;
bonus bDef,getrefine()/2;
",,
1485,Battle_Fork,Battle Fork,Weapon,2hSpear,20,,700,112,0,0,3,4,2,,50,0,True,"Crusader, Knight, Swordman",Upper,Both,Both_Hand,,,
1486,Krieger_Twohand_Spear1,Glorious Lance,Weapon,2hSpear,20,,0,220,0,0,3,0,4,,80,0,True,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus2 bAddRace,RC_DemiHuman,70;
bonus2 bAddRace,RC_Player_Human,70;
bonus2 bIgnoreDefRaceRate,RC_DemiHuman,25;
bonus2 bIgnoreDefRaceRate,RC_Player_Human,25;
bonus bUnbreakableWeapon;
if (getrefine()>5) {
   bonus2 bAddRace,RC_DemiHuman,(getrefine()-4)*(getrefine()-4);
   bonus2 bAddRace,RC_Player_Human,(getrefine()-4)*(getrefine()-4);
   bonus2 bIgnoreDefRaceRate,RC_DemiHuman,5;
   bonus2 bIgnoreDefRaceRate,RC_Player_Human,5;
}
if (getrefine()>8) {
   if (BaseJob == Job_Knight)
      bonus4 bAutoSpellOnSkill,""KN_PIERCE"",""NPC_CRITICALWOUND"",2,200;
   else if (BaseJob == Job_Crusader)
      bonus3 bAutoSpell,""PA_PRESSURE"",5,200;
}
",,
1487,Lance_C,Lance,Weapon,2hSpear,,,0,220,0,0,3,0,3,,1,0,False,"Crusader, Knight, Swordman",All,Both,Both_Hand,"bonus2 bAddSize,Size_All,50;
",,
1488,Ahlspiess_C,Ahlspiess,Weapon,2hSpear,20,,0,135,0,0,3,0,4,,1,0,True,"Crusader, Knight",All,Both,Both_Hand,"bonus bIgnoreDefClass,Class_Normal;
bonus bIgnoreDefClass,Class_Boss;
bonus2 bAddRace,RC_DemiHuman,10;
bonus2 bAddRace,RC_Player_Human,10;
bonus3 bAutoSpell,""KN_PIERCE"",5,30;
",,
1501,Club,Club,Weapon,Mace,120,,700,23,0,0,1,3,1,,2,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Novice, Priest, SuperNovice, Swordman",All,Both,Right_Hand,,,
1502,Club_,Club,Weapon,Mace,120,,700,23,0,0,1,4,1,,2,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Novice, Priest, SuperNovice, Swordman",All,Both,Right_Hand,,,
1503,Club__,Club,Weapon,Mace,120,,700,23,0,0,1,0,1,,2,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Novice, Priest, SuperNovice, Swordman",All,Both,Right_Hand,,,
1504,Mace,Mace,Weapon,Mace,1600,,800,37,0,0,1,3,1,,2,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Novice, Priest, SuperNovice, Swordman",All,Both,Right_Hand,,,
1505,Mace_,Mace,Weapon,Mace,1600,,800,37,0,0,1,4,1,,2,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Novice, Priest, SuperNovice, Swordman",All,Both,Right_Hand,,,
1506,Mace__,Mace,Weapon,Mace,1600,,800,37,0,0,1,0,1,,2,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Novice, Priest, SuperNovice, Swordman",All,Both,Right_Hand,,,
1507,Smasher,Smasher,Weapon,Mace,9000,,1000,54,0,0,1,2,2,,14,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Novice, Priest, SuperNovice, Swordman",All,Both,Right_Hand,,,
1508,Smasher_,Smasher,Weapon,Mace,9000,,1000,54,0,0,1,3,2,,14,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Novice, Priest, SuperNovice, Swordman",All,Both,Right_Hand,,,
1509,Smasher__,Smasher,Weapon,Mace,9000,,1000,54,0,0,1,3,2,,14,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Novice, Priest, SuperNovice, Swordman",All,Both,Right_Hand,,,
1510,Flail,Flail,Weapon,Mace,16000,,900,69,0,0,1,2,2,,14,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Priest, Swordman",All,Both,Right_Hand,,,
1511,Flail_,Flail,Weapon,Mace,16000,,900,69,0,0,1,3,2,,14,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Priest, Swordman",All,Both,Right_Hand,,,
1512,Flail__,Flail,Weapon,Mace,16000,,900,69,0,0,1,3,2,,14,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Priest, Swordman",All,Both,Right_Hand,,,
1513,Morning_Star,Morning Star,Weapon,Mace,41000,,1500,110,0,0,1,1,3,,27,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Priest, Swordman",All,Both,Right_Hand,,,
1514,Morning_Star_,Morning Star,Weapon,Mace,41000,,1500,110,0,0,1,2,3,,27,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Priest, Swordman",All,Both,Right_Hand,,,
1515,Morning_Star__,Morning Star,Weapon,Mace,41000,,1500,110,0,0,1,2,3,,27,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Priest, Swordman",All,Both,Right_Hand,,,
1516,Sword_Mace,Sword Mace,Weapon,Mace,50000,,1200,130,0,0,1,0,3,,27,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Priest, Swordman",All,Both,Right_Hand,,,
1517,Sword_Mace_,Sword Mace,Weapon,Mace,50000,,1200,130,0,0,1,1,3,,27,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Priest, Swordman",All,Both,Right_Hand,,,
1518,Sword_Mace__,Sword Mace,Weapon,Mace,50000,,1200,130,0,0,1,1,3,,27,0,True,"Acolyte, Alchemist, Blacksmith, Crusader, Knight, Merchant, Monk, Priest, Swordman",All,Both,Right_Hand,,,
