id,aegis_name,name,buy,sell,weight,slots,drop_announce,container,no_drop,no_trade,no_cart,no_storage,script
4194,Rybio_Card,Rybio Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Stun,300+600*(readparam(bDex)>=77);
"
4195,Leaf_Cat_Card,Leaf Cat Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubEle,Ele_Water,10;
bonus3 bAddMonsterDropItem,991,RC_Fish,100;
"
4196,Marin_Card,Marin Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddMonsterDropItem,909,2000;
bonus2 bAddMonsterDropItem,7126,10;
"
4197,Mastering_Card,Mastering Card,20,,10,0,False,False,False,False,False,False,"bonus bLuk,1;
"
4198,Maya_Puple_Card,Maya Purple Card,20,,10,0,False,False,False,False,False,False,"bonus bIntravision;
"
4199,Merman_Card,Merman Card,20,,10,0,False,False,False,False,False,False,"bonus bHPrecovRate,10;
bonus bSPrecovRate,10;
"
4200,Megalith_Card,Megalith Card,20,,10,0,False,False,False,False,False,False,"if (getrefine()<6)
   bonus bMdef,7;
"
4201,Majoruros_Card,Majoruros Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Stun,600;
"
4202,Civil_Servant_Card,Mao Guai Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEle,Ele_Ghost,20;
"
4203,Mutant_Dragon_Card,Mutant Dragonoid Card,20,,10,0,False,False,False,False,False,False,"bonus bBaseAtk,15;
bonus3 bAutoSpell,""MG_FIREBALL"",3+2*(getskilllv(""MG_FIREBALL"") == 10),50;
"
4204,Mini_Demon_Card,Mini Demon Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Brute,-20;
bonus2 bSubRace,RC_Player_Doram,-20;
bonus2 bExpAddRace,RC_Brute,10;
"
4205,Mimic_Card,Mimic Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddMonsterDropItem,603,10;
"
4206,Mystcase_Card,Myst Case Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddMonsterDropItem,644,30;
"
4207,Mysteltainn_Card,Mysteltainn Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubSize,Size_Small,25;
bonus bDef,1;
"
4208,Miyabi_Ningyo_Card,Miyabi Doll Card,20,,10,0,False,False,False,False,False,False,"bonus bMaxSPrate,10;
bonus2 bSkillAtk,""MG_FROSTDIVER"",5;
"
4209,Violy_Card,Violy Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""BA_FROSTJOKER"",1+4*(getskilllv(""BA_FROSTJOKER"") == 5),20;
"
4210,Wander_Man_Card,Wanderer Card,20,,10,0,False,False,False,False,False,False,"if (!isequipped(4172,4257,4230,4272))
   bonus3 bAutoSpell,""RG_INTIMIDATE"",1,20;
if (BaseClass == Job_Thief)
   bonus bFlee,20;
"
4211,Vocal_Card,Vocal Card,20,,10,0,False,False,False,False,False,False,"bonus bMdef,3;
"
4212,Bon_Gun_Card,Bongun Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""SM_BASH"",1,20;
bonus2 bAddSkillBlow,""SM_BASH"",5;
bonus2 bAddDefMonster,1026,-100;
"
4213,Brilight_Card,Brilight Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Silence,600;
"
4214,Bloody_Murderer_Card,Bloody Murderer Card,20,,10,0,False,False,False,False,False,False,"bonus bCritAtkRate,10;
bonus2 bCriticalAddRace,RC_Insect,7;
"
4215,Blazzer_Card,Blazer Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddMonsterDropItemGroup,IG_Food,10000;
"
4216,Sasquatch_Card,Sasquatch Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Freeze,600;
"
4217,Live_Peach_Tree_Card,Enchanted Peach Tree Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""AL_HEAL"",1+9*(getskilllv(""AL_HEAL"") == 10),20;
"
4218,Succubus_Card,Succubus Card,20,,10,0,False,False,False,False,False,False,"bonus bVit,-3;
bonus bHPrecovRate,-20;
bonus bMaxHP,1000;
"
4219,Sageworm_Card,Sage Worm Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddMonsterDropItem,715,30;
bonus2 bAddMonsterDropItem,716,30;
bonus2 bAddMonsterDropItem,717,30;
"
4220,Solider_Card,Solider Card,20,,10,0,False,False,False,False,False,False,"bonus bDef,2;
bonus bMdef,2;
"
4221,Skeleton_General_Card,Skeleton General Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Insect,-20;
bonus2 bExpAddRace,RC_Insect,10;
"
4222,Skel_Prisoner_Card,Skeleton Prisoner Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Sleep,300;
"
4223,Stalactic_Golem_Card,Stalactic Golem Card,20,,10,0,False,False,False,False,False,False,"bonus bDef,1;
bonus2 bResEff,Eff_Stun,2000;
"
4224,Stem_Worm_Card,Stem Worm Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddMonsterDropItem,12032,RC_Brute,100;
"
4225,Stone_Shooter_Card,Stone Shooter Card,20,,10,0,False,False,False,False,False,False,"bonus bBaseAtk,10;
bonus bHit,10;
"
4226,Sting_Card,Sting Card,20,,10,0,False,False,False,False,False,False,"bonus bDef,2;
if (getrefine()>8)
   bonus bMdef,5;
"
4227,Spring_Rabbit_Card,Spring Rabbit Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddItemGroupHealRate,IG_Meat,50;
bonus3 bAddMonsterDropItem,517,RC_Brute,200;
bonus3 bAddMonsterDropItem,528,RC_Brute,200;
"
4228,Sleeper_Card,Sleeper Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddMonsterDropItem,12031,RC_Fish,100;
"
4229,C_Tower_Manager_Card,Tower Keeper Card,20,,10,0,False,False,False,False,False,False,"bonus bInt,1;
bonus bCastrate,-5;
"
4230,Shinobi_Card,Shinobi Card,20,,10,0,False,False,False,False,False,False,"bonus bAgi,1;
bonus3 bAutoSpellWhenHit,""AS_CLOAKING"",5,100;
"
4231,Increase_Soil_Card,Mi Gao Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddDefMonster,1285,50;
bonus2 bAddDefMonster,1286,50;
bonus2 bAddDefMonster,1287,50;
bonus2 bAddDefMonster,1899,50;
bonus2 bAddDefMonster,1900,50;
"
4232,Wild_Ginseng_Card,Hermit Plant Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddItemGroupHealRate,IG_Herb,50;
bonus3 bAddMonsterDropItem,507,RC_Plant,300;
bonus3 bAddMonsterDropItem,508,RC_Plant,200;
bonus3 bAddMonsterDropItem,509,RC_Plant,100;
"
4233,Baby_Leopard_Card,Baby Leopard Card,20,,10,0,False,False,False,False,False,False,"bonus bLuk,3;
if (BaseClass == Job_Merchant)
   bonus bUnbreakableArmor;
"
4234,Anolian_Card,Anolian Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpellWhenHit,""AC_CONCENTRATION"",1+9*(getskilllv(""AC_CONCENTRATION"") == 10),30;
"
4235,Cookie_XMAS_Card,Christmas Cookie Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Angel,-20;
bonus2 bExpAddRace,RC_Angel,10;
"
4236,Amon_Ra_Card,Amon Ra Card,20,,10,0,False,False,False,False,False,False,"bonus bAllStats,1;
bonus3 bAutoSpellWhenHit,""PR_KYRIE"",10,(30+70*(readparam(bInt)>=99));
"
4237,Owl_Duke_Card,Owl Duke Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""PR_IMPOSITIO"",3,3;
"
4238,Owl_Baron_Card,Owl Baron Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""PR_LEXAETERNA"",1,30;
"
4239,Iron_Fist_Card,Iron Fist Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Formless,-20;
bonus2 bExpAddRace,RC_Formless,10;
"
4240,Arclouse_Card,Arclouze Card,20,,10,0,False,False,False,False,False,False,"if (getrefine()<6) {
   bonus bDef,2;
   bonus bMdef,3;
}
"
4241,Archangeling_Card,Arc Angeling Card,20,,10,0,False,False,False,False,False,False,"bonus bMaxHP,300;
if (readparam(bLuk)>=77) {
   bonus bHPrecovRate,100;
   bonus bSPrecovRate,100;
}
"
4242,Apocalips_Card,Apocalipse Card,20,,10,0,False,False,False,False,False,False,"bonus bVit,2;
if (getrefine()>8)
   bonus bMaxHP,800;
"
4243,Antonio_Card,Antonio Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpellWhenHit,""AL_TELEPORT"",1,500;
"
4244,Alarm_Card,Alarm Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpellWhenHit,""MG_SIGHT"",1,200;
bonus bMaxHP,300;
bonus bVit,1;
"
4245,Am_Mut_Card,Am Mut Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_DemiHuman,-20;
bonus2 bSubRace,RC_Player_Human,-20;
bonus2 bExpAddRace,RC_DemiHuman,10;
"
4246,Assulter_Card,Assaulter Card,20,,10,0,False,False,False,False,False,False,"bonus bCritAtkRate,10;
bonus2 bCriticalAddRace,RC_DemiHuman,7;
bonus2 bCriticalAddRace,RC_Player_Human,7;
"
4247,Aster_Card,Aster Card,20,,10,0,False,False,False,False,False,False,"bonus bBaseAtk,5;
bonus2 bAddDamageClass,1074,30;
"
4248,Ancient_Mummy_Card,Ancient Mummy Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpellWhenHit,""AL_CRUCIS"",5,30;
"
4249,Ancient_Worm_Card,Ancient Worm Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Demon,-20;
bonus2 bExpAddRace,RC_Demon,10;
"
4250,Executioner_Card,Executioner Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubSize,Size_Large,25;
bonus bDef,1;
"
4251,Elder_Card,Elder Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddDamageClass,1285,40;
bonus2 bAddDamageClass,1286,40;
bonus2 bAddDamageClass,1287,40;
bonus2 bAddDamageClass,1899,40;
bonus2 bAddDamageClass,1900,40;
"
4252,Alligator_Card,Alligator Card,20,,10,0,False,False,False,False,False,False,"bonus bLongAtkDef,5;
"
4253,Alice_Card,Alice Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubClass,Class_Boss,40;
bonus2 bSubClass,Class_Normal,-40;
"
4254,Tirfing_Card,Ogretooth Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubSize,Size_Medium,25;
bonus bDef,1;
"
4255,Orc_Lady_Card,Orc Lady Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddRace2,3,30;
"
4256,Orc_Archer_Card,Orc Archer Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddMonsterDropItem,12034,RC_DemiHuman,100;
"
4257,Wild_Rose_Card,Wild Rose Card,20,,10,0,False,False,False,False,False,False,"bonus bAgi,1;
if (BaseClass == Job_Thief)
   bonus bFlee2,5;
"
4258,Wicked_Nymph_Card,Evil Nymph Card,20,,10,0,False,False,False,False,False,False,"bonus bInt,1;
bonus bMaxSP,50;
"
4259,Wooden_Golem_Card,Wooden Golem Card,20,,10,0,False,False,False,False,False,False,"bonus bDef,1;
bonus bHPrecovRate,30;
"
4260,Wootan_Shooter_Card,Wootan Shooter Card,20,,10,0,False,False,False,False,False,False,"bonus bDef,1;
bonus2 bResEff,Eff_Confusion,2000;
"
4261,Wootan_Fighter_Card,Wootan Fighter Card,20,,10,0,False,False,False,False,False,False,"bonus bDef,1;
bonus2 bResEff,Eff_Bleeding,2000;
"
4262,Evil_Cloud_Hermit_Card,Cloud Hermit Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddMonsterDropItem,12029,RC_Plant,100;
"
4263,Incant_Samurai_Card,Samurai Spector Card,20,,10,0,False,False,False,False,False,False,"bonus bIgnoreDefClass,Class_Normal;
bonus bHPrecovRate,-100;
bonus2 bHPLossRate,666,10000;
"
4264,Wind_Ghost_Card,Wind Ghost Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""WZ_JUPITEL"",3+7*(getskilllv(""WZ_JUPITEL"") == 10),20;
"
4265,Li_Me_Mang_Ryang_Card,Jing Guai Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddMonsterDropItem,12033,RC_Angel,100;
"
4266,Eclipse_Card,Eclipse Card,20,,10,0,False,False,False,False,False,False,"bonus bVit,1;
"
4267,Explosion_Card,Explosion Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Dragon,-20;
bonus2 bExpAddRace,RC_Dragon,10;
"
4268,Injustice_Card,Injustice Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""AS_SONICBLOW"",1,50;
"
4269,Incubus_Card,Incubus Card,20,,10,0,False,False,False,False,False,False,"bonus bInt,-3;
bonus bSPrecovRate,-20;
bonus bMaxSP,150;
"
4270,Giant_Spider_Card,Giant Spider Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Poison,600;
"
4271,Giant_Honet_Card,Giant Hornet Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubEle,Ele_Wind,10;
bonus3 bAddMonsterDropItem,992,RC_Insect,100;
"
4272,Dancing_Dragon_Card,Zhu Po Long Card,20,,10,0,False,False,False,False,False,False,"bonus bAgi,1;
bonus bCritical,3;
"
4273,Shellfish_Card,Shell Fish Card,20,,10,0,False,False,False,False,False,False,"bonus bBaseAtk,5;
bonus2 bAddDamageClass,1073,30;
"
4274,Zombie_Master_Card,Zombie Master Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSPGainRace,RC_Undead,5;
"
4275,Zombie_Prisoner_Card,Zombie Prisoner Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Undead,-20;
bonus2 bExpAddRace,RC_Undead,10;
"
4276,Lord_Of_Death_Card,Lord of The Dead Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddEff,Eff_Stun,500,ATF_SHORT;
bonus3 bAddEff,Eff_Curse,500,ATF_SHORT;
bonus3 bAddEff,Eff_Silence,500,ATF_SHORT;
bonus3 bAddEff,Eff_Poison,500,ATF_SHORT;
bonus3 bAddEff,Eff_Bleeding,500,ATF_SHORT;
bonus2 bComaClass,Class_Normal,1;
"
4277,Zherlthsh_Card,Zealotus Card,20,,10,0,False,False,False,False,False,False,"bonus bLuk,2;
bonus2 bSkillAtk,""BA_MUSICALSTRIKE"",10;
bonus2 bSkillAtk,""DC_THROWARROW"",10;
"
4278,Gibbet_Card,Gibbet Card,20,,10,0,False,False,False,False,False,False,"if (getrefine()<6)
   bonus bMdef,5;
"
4279,Deleter_Card,Earth Deleter Card,20,,10,0,False,False,False,False,False,False,"bonus bSPrecovRate,-100;
bonus bSPGainValue,10;
"
4280,Geographer_Card,Geographer Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpellWhenHit,""AL_BLESSING"",2+8*(getskilllv(""AL_BLESSING"") == 10),30;
"
4281,Zipper_Bear_Card,Zipper Bear Card,20,,10,0,False,False,False,False,False,False,"bonus bBaseAtk,30;
bonus bSPDrainValue,-1;
if (BaseClass == Job_Merchant)
   bonus bUnbreakableWeapon;
"
4282,Tengu_Card,Tengu Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddMonsterDropItemGroup,IG_Recovery,10000;
"
4283,Greatest_General_Card,Greatest General Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""MO_CALLSPIRITS"",5,2+18*(BaseClass == Job_Acolyte);
"
4284,Chepet_Card,Chepet Card,20,,10,0,False,False,False,False,False,False,"bonus4 bAutoSpell,""AL_HEAL"",5,50,1;
"
4285,Choco_Card,Choco Card,20,,10,0,False,False,False,False,False,False,"bonus bFlee2,5;
bonus bFlee,10;
"
4286,Karakasa_Card,Karakasa Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Confusion,300+600*(readparam(bStr)>=77);
"
4287,Kapha_Card,Kapha Card,20,,10,0,False,False,False,False,False,False,"if (getrefine()<6)
   bonus bMdef,8;
"
4288,Carat_Card,Carat Card,20,,10,0,False,False,False,False,False,False,"bonus bInt,2;
if (getrefine()>8)
   bonus bMaxSP,150;
"
4289,Caterpillar_Card,Caterpillar Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSPGainRace,RC_Plant,5;
"
4290,Cat_O_Nine_Tail_Card,Cat O' Nine Tails Card,20,,10,0,False,False,False,False,False,False,"bonus bMdef,3;
bonus bMagicDamageReturn,5;
"
4291,Kobold_Leader_Card,Kobold Leader Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddRace2,RC2_Kobold,30;
"
4292,Kobold_Archer_Card,Kobold Archer Card,20,,10,0,False,False,False,False,False,False,"bonus bCritAtkRate,10;
bonus2 bCriticalAddRace,RC_Plant,7;
"
4293,Cookie_Card,Cookie Card,20,,10,0,False,False,False,False,False,False,"bonus bLuk,2;
bonus2 bSkillAtk,""AL_HOLYLIGHT"",10;
"
4294,Quve_Card,Quve Card,20,,10,0,False,False,False,False,False,False,"if (BaseJob == Job_Novice || BaseJob == Job_SuperNovice)
   bonus3 bAutoSpellWhenHit,""AL_INCAGI"",1,100;
"
4295,Kraben_Card,Kraben Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Blind,600;
"
4296,Cramp_Card,Cramp Card,20,,10,0,False,False,False,False,False,False,"bonus2 bGetZenyNum,500,1;
"
4297,Cruiser_Card,Cruiser Card,20,,10,0,False,False,False,False,False,False,"bonus bCritAtkRate,10;
bonus2 bCriticalAddRace,RC_Brute,7;
bonus2 bCriticalAddRace,RC_Player_Doram,7;
"
4298,Cremy_Fear_Card,Creamy Fear Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Confusion,600;
"
4299,Clock_Card,Clock Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpellWhenHit,""CR_AUTOGUARD"",3+7*(getskilllv(""CR_AUTOGUARD"") == 10),30;
"
4300,Chimera_Card,Chimera Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Poison,300+600*(BaseJob == Job_Assassin);
"
4301,Killer_Mantis_Card,Killer Mantis Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Bleeding,600;
"
4302,Tao_Gunka_Card,Tao Gunka Card,20,,10,0,False,False,False,False,False,False,"bonus bMaxHPrate,100;
bonus bDef,-50;
bonus bMdef,-50;
"
4303,Whisper_Boss_Card,Giant Whisper Card,20,,10,0,False,False,False,False,False,False,"bonus bFlee,10;
if (readparam(bStr)>=80) bonus bBaseAtk,20;
if (readparam(bVit)>=80) bonus bMaxHPrate,3;
if (readparam(bLuk)>=80) bonus bCritical,3;
"
4304,Tamruan_Card,Tamruan Card,20,,10,0,False,False,False,False,False,False,"bonus bDef,2;
bonus2 bSkillAtk,""CR_SHIELDCHARGE"",10;
bonus2 bSkillAtk,""CR_SHIELDBOOMERANG"",10;
"
4305,Turtle_General_Card,Turtle General Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddClass,Class_All,20;
bonus3 bAutoSpell,""SM_MAGNUM"",10,30;
"
4306,Toad_Card,Toad Card,20,,10,0,False,False,False,False,False,False,"bonus bFlee2,1;
"
4307,Kind_Of_Beetle_Card,Beetle King Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSPGainRace,RC_Fish,5;
"
4308,Tri_Joint_Card,Tri Joint Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSPGainRace,RC_Formless,5;
"
4309,Parasite_Card,Parasite Card,20,,10,0,False,False,False,False,False,False,"bonus bDef,1;
bonus2 bSubRace,RC_Formless,5;
"
4310,Panzer_Goblin_Card,Panzer Goblin Card,20,,10,0,False,False,False,False,False,False,"bonus bCritAtkRate,10;
bonus2 bCriticalAddRace,RC_Demon,7;
"
4311,Permeter_Card,Permeter Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubEle,Ele_Dark,15;
bonus2 bSubEle,Ele_Undead,15;
"
4312,Fur_Seal_Card,Seal Card,20,,10,0,False,False,False,False,False,False,"bonus bFlee,3;
bonus bHit,10;
if (BaseClass == Job_Acolyte) {
   bonus2 bCriticalAddRace,RC_Undead,9;
   bonus2 bCriticalAddRace,RC_Demon,9;
}
"
4313,Punk_Card,Punk Card,20,,10,0,False,False,False,False,False,False,"bonus4 bAutoSpellWhenHit,""WZ_QUAGMIRE"",1+4*(getskilllv(""WZ_QUAGMIRE"") == 5),50,0;
"
4314,Penomena_Card,Penomena Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Formless,30;
"
4315,Pest_Card,Pest Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Stone,300+600*(readparam(bInt)>=77);
"
4316,Fake_Angel_Card,False Angel Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSPGainRace,RC_Angel,5;
"
4317,Mobster_Card,Mobster Card,20,,10,0,False,False,False,False,False,False,"bonus bCritAtkRate,15;
if (BaseClass == Job_Thief)
   bonus bCritical,4;
"
4318,Knight_Windstorm_Card,Stormy Knight Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""WZ_STORMGUST"",2,20;
bonus2 bAddEff,Eff_Freeze,2000;
"
4319,Freezer_Card,Freezer Card,20,,10,0,False,False,False,False,False,False,"bonus bMaxHP,300;
if (getrefine()>=9)
   bonus2 bSkillAtk,""SM_BASH"",10;
"
4320,Bloody_Knight_Card,Bloody Knight Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""WZ_METEOR"",1,20;
"
4321,Hylozoist_Card,Hylozoist Card,20,,10,0,False,False,False,False,False,False,"bonus bClassChange,100;
"
4322,High_Orc_Card,High Orc Card,20,,10,0,False,False,False,False,False,False,"bonus bDef,1;
bonus bShortWeaponDamageReturn,5;
"
4323,Garm_Baby_Card,Hatii Babe Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""MG_FROSTDIVER"",3,50;
"
4324,Garm_Card,Hatii Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddEffWhenHit,Eff_Freeze,5000;
"
4325,Harpy_Card,Harpy Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubEle,Ele_Neutral,15;
bonus2 bSkillAtk,""MG_NAPALMBEAT"",5;
"
4326,See_Otter_Card,Sea-Otter Card,20,,10,0,False,False,False,False,False,False,"bonus2 bAddItemGroupHealRate,IG_Fish,50;
bonus3 bAddMonsterDropItem,551,RC_Fish,300;
bonus3 bAddMonsterDropItem,544,RC_Fish,300;
"
4327,Blood_Butterfly_Card,Bloody Butterfly Card,20,,10,0,False,False,False,False,False,False,"bonus bCastrate,30;
bonus bNoCastCancel;
bonus2 bSkillAtk,""MG_FIREWALL"",5;
"
4328,Hyegun_Card,Yao Jun Card,20,,10,0,False,False,False,False,False,False,"bonus bFlee,15;
bonus bCritical,1;
"
4329,Phendark_Card,Phendark Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSPGainRace,RC_DemiHuman,5;
bonus2 bSPGainRace,RC_Player_Human,5;
"
4330,Dark_Snake_Lord_Card,Evil Snake Lord Card,20,,10,0,False,False,False,False,False,False,"bonus bInt,3;
bonus2 bResEff,Eff_Blind,10000;
bonus2 bResEff,Eff_Curse,10000;
"
4331,Heater_Card,Heater Card,20,,10,0,False,False,False,False,False,False,"bonus bCritical,3;
if (BaseClass == Job_Swordman)
   bonus bFlee2,3;
"
4332,Waste_Stove_Card,Waste Stove Card,20,,10,0,False,False,False,False,False,False,"bonus bBaseAtk,5;
bonus bInt,1;
"
4333,Venomous_Card,Venomous Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddEffWhenHit,Eff_Poison,3000,ATF_TARGET|ATF_SELF;
"
4334,Noxious_Card,Noxious Card,20,,10,0,False,False,False,False,False,False,"bonus bLongAtkDef,10;
bonus2 bSubEle,Ele_Neutral,10;
"
4335,Pitman_Card,Pitman Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSkillAtk,""WZ_EARTHSPIKE"",5;
bonus2 bSkillAtk,""WZ_HEAVENDRIVE"",5;
"
4336,Ungoliant_Card,Ungoliant Card,20,,10,0,False,False,False,False,False,False,"bonus bHPrecovRate,10;
bonus2 bResEff,Eff_Bleeding,10000;
"
4337,Porcellio_Card,Porcellio Card,20,,10,0,False,False,False,False,False,False,"bonus bBaseAtk,25;
bonus bDef,-5;
"
4338,Obsidian_Card,Obsidian Card,20,,10,0,False,False,False,False,False,False,"bonus bVit,readparam(bDex)/18;
"
4339,Mineral_Card,Mineral Card,20,,10,0,False,False,False,False,False,False,"bonus bBaseAtk,-25;
bonus bDef,3;
"
4340,Teddy_Bear_Card,Teddy Bear Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSubRace,RC_Undead,30;
"
4341,Metaling_Card,Metaling Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""RG_STRIPWEAPON"",1,50;
"
4342,Rsx_0806_Card,RSX-0806 Card,20,,10,0,False,False,False,False,False,False,"bonus bVit,3;
bonus bUnbreakableArmor;
bonus bNoKnockback;
"
4343,Mole_Card,Holden Card,20,,10,0,False,False,False,False,False,False,"bonus bLuk,2;
"
4344,Anopheles_Card,Anopheles Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddMonsterDropItem,12058,RC_Insect,50;
"
4345,Hill_Wind_Card,Hill Wind Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSkillAtk,""MG_THUNDERSTORM"",5;
bonus2 bSkillAtk,""WZ_JUPITEL"",5;
bonus2 bSkillAtk,""WZ_VERMILION"",5;
"
4346,Ygnizem_Card,Egnigem Cenia Card,20,,10,0,False,False,False,False,False,False,"bonus bStr,readparam(bInt)/18;
"
4347,Armaia_Card,Armeyer Dinze Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddMonsterDropItem,12053,RC_Fish,50;
"
4348,Whikebain_Card,Wickebine Tres Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAutoSpell,""RG_STRIPARMOR"",1,50;
"
4349,Erend_Card,Errende Ebecee Card,20,,10,0,False,False,False,False,False,False,"bonus4 bAutoSpellWhenHit,""AL_PNEUMA"",1,50,0;
"
4350,Rawrel_Card,Laurell Weinder Card,20,,10,0,False,False,False,False,False,False,"bonus2 bSkillAtk,""WZ_FROSTNOVA"",3;
bonus2 bSkillAtk,""WZ_STORMGUST"",3;
"
4351,Kavac_Card,Kavach Icarus Card,20,,10,0,False,False,False,False,False,False,"if (getrefine()<=4) {
   bonus bFlee,20;
   bonus bFlee2,1;
}
else {
   bonus bFlee,10;
}
"
4352,B_Ygnizem_Card,General Egnigem Cenia Card,20,,10,0,False,False,False,False,False,False,"bonus bMaxHPrate,10;
bonus bMaxSPrate,10;
bonus2 bHPRegenRate,50,10000;
bonus2 bSPRegenRate,10,10000;
"
4353,Removal_Card,Remover Card,20,,10,0,False,False,False,False,False,False,"bonus bMaxHP,800-40*getrefine();
bonus bHPrecovRate,10;
"
4354,Gemini_Card,Gemini-S58 Card,20,,10,0,False,False,False,False,False,False,"if (readparam(bAgi)>=90) {
   bonus2 bResEff,Eff_Silence,3000;
   bonus2 bResEff,Eff_Stun,3000;
}
if (readparam(bVit)>=80) {
   bonus2 bResEff,Eff_Stone,5000;
   bonus2 bResEff,Eff_Sleep,5000;
}
"
4355,Gremlin_Card,Gremlin Card,20,,10,0,False,False,False,False,False,False,"bonus3 bAddMonsterDropItem,12043,RC_Brute,50;
"
